,URL,pages,description,prix
3515,https://www.zoopla.co.uk//for-sale/details/54100105?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,1 bed flat for sale,399000.0
5856,https://www.zoopla.co.uk//new-homes/details/54051613?search_identifier=ca956d7ec04f4b458c9a511e740b8e3a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=59,1 bed flat for sale,399000.0
2082,https://www.zoopla.co.uk//for-sale/details/54127943?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,1 bed flat for sale,399000.0
1626,https://www.zoopla.co.uk//for-sale/details/54138183?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,2 bed semi-detached house for sale,399950.0
6094,https://www.zoopla.co.uk//for-sale/details/54047167?search_identifier=4876615b882bf2091218b8a36db316a9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=61,2 bed detached house for sale,399950.0
7504,https://www.zoopla.co.uk//for-sale/details/54015079?search_identifier=39aa78fa1b8597596b773a636dceb381,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=76,1 bed flat for sale,399950.0
3766,https://www.zoopla.co.uk//for-sale/details/54095335?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,Studio for sale,399950.0
844,https://www.zoopla.co.uk//for-sale/details/54151022?search_identifier=53e48c5723f36dcf12d90e69a71ff408,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=9,2 bed flat for sale,399950.0
2492,https://www.zoopla.co.uk//for-sale/details/54119494?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,Studio for sale,399950.0
2635,https://www.zoopla.co.uk//for-sale/details/54116291?search_identifier=b2405fab13ec430939762f5907ff3366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=27,3 bed terraced house for sale,399950.0
1882,https://www.zoopla.co.uk//for-sale/details/54134440?search_identifier=92c224e336c3061160fdc18c13247ef4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=19,2 bed flat for sale,399950.0
7321,https://www.zoopla.co.uk//for-sale/details/54017859?search_identifier=97e36b806aa3f20afb0da2980d035075,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=74,2 bed flat for sale,399950.0
2707,https://www.zoopla.co.uk//for-sale/details/54115082?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,2 bed flat for sale,399950.0
178,https://www.zoopla.co.uk//for-sale/details/54164624?search_identifier=da4a7aa09a3e8961feb0847e3012d9d8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=2,2 bed flat for sale,399950.0
3006,https://www.zoopla.co.uk//for-sale/details/54108813?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,1 bed flat for sale,399950.0
3886,https://www.zoopla.co.uk//for-sale/details/54094030?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,1 bed flat for sale,399950.0
4257,https://www.zoopla.co.uk//for-sale/details/54086588?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,2 bed flat for sale,399950.0
8440,https://www.zoopla.co.uk//for-sale/details/53993979?search_identifier=b2922a150ccef682e4c96f0219cdcb5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=85,3 bed flat for sale,399950.0
737,https://www.zoopla.co.uk//for-sale/details/54153295?search_identifier=b76c80d2603f19c8f29aeb2044a454fd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=8,3 bed terraced house for sale,399950.0
4892,https://www.zoopla.co.uk//for-sale/details/54074384?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,1 bed flat for sale,399950.0
9434,https://www.zoopla.co.uk//new-homes/details/53971730?search_identifier=1a3942ffe12dfa0a8f1ae730191f6c97,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=95,2 bed flat for sale,399950.0
7748,https://www.zoopla.co.uk//for-sale/details/54008820?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,1 bed flat for sale,399950.0
7078,https://www.zoopla.co.uk//for-sale/details/54023262?search_identifier=e9b573906f5159600ce7762f3637082a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=71,2 bed flat for sale,399950.0
6555,https://www.zoopla.co.uk//for-sale/details/54034694?search_identifier=fb6d1e772d68bffb98839d55e6a6a60e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=66,1 bed property for sale,399950.0
257,https://www.zoopla.co.uk//for-sale/details/54162860?search_identifier=4f4aae62b53cd91ca1efde5d676306f8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=3,3 bed terraced house for sale,399950.0
6701,https://www.zoopla.co.uk//for-sale/details/54030806?search_identifier=71875a417683f11ff7d7eefc45d4e42c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=68,1 bed flat for sale,399950.0
3930,https://www.zoopla.co.uk//for-sale/details/54093349?search_identifier=d4baacc450a5ae752fb3a19f5972dc5a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=40,2 bed flat for sale,399950.0
8778,https://www.zoopla.co.uk//for-sale/details/53988636?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,2 bed flat for sale,399950.0
5192,https://www.zoopla.co.uk//for-sale/details/54068035?search_identifier=8b456d5c332277964b4aeb5cfbc6d9ed,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=52,2 bed flat for sale,399950.0
6659,https://www.zoopla.co.uk//for-sale/details/28500389?search_identifier=5f379b47885253facf691c9da832d0ff,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=67,1 bed flat for sale,399950.0
6386,https://www.zoopla.co.uk//for-sale/details/54040885?search_identifier=f490103197de394e17cb927473b3767d,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=64,3 bed flat for sale,399950.0
854,https://www.zoopla.co.uk//for-sale/details/46439262?search_identifier=53e48c5723f36dcf12d90e69a71ff408,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=9,2 bed flat for sale,399950.0
2097,https://www.zoopla.co.uk//for-sale/details/54126789?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,2 bed flat for sale,399950.0
750,https://www.zoopla.co.uk//for-sale/details/54152760?search_identifier=b76c80d2603f19c8f29aeb2044a454fd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=8,3 bed duplex for sale,399950.0
8647,https://www.zoopla.co.uk//for-sale/details/53990908?search_identifier=ae4027b310421f37f8f05a5c6443bc54,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=87,3 bed maisonette for sale,399950.0
1293,https://www.zoopla.co.uk//new-homes/details/54142348?search_identifier=e8a31cfb56cfc8829bdea22a56efac86,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=13,1 bed flat for sale,399950.0
2043,https://www.zoopla.co.uk//for-sale/details/54128790?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,3 bed end terrace house for sale,399950.0
2476,https://www.zoopla.co.uk//for-sale/details/54119711?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,3 bed terraced house for sale,399950.0
379,https://www.zoopla.co.uk//for-sale/details/54160342?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,2 bed flat for sale,399950.0
9775,https://www.zoopla.co.uk//for-sale/details/53963400?search_identifier=8fbaba4bb000c1682feb6a45a150501f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=98,3 bed end terrace house for sale,399950.0
3365,https://www.zoopla.co.uk//for-sale/details/54103059?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,3 bed property for sale,399950.0
2279,https://www.zoopla.co.uk//for-sale/details/54122502?search_identifier=7855bd28b4f8269093228e149b31c366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=23,2 bed flat for sale,399950.0
6264,https://www.zoopla.co.uk//for-sale/details/54044197?search_identifier=3a76a2eb752c667ddea6c669b3a4288b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=63,1 bed flat for sale,399995.0
8643,https://www.zoopla.co.uk//for-sale/details/53990958?search_identifier=ae4027b310421f37f8f05a5c6443bc54,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=87,2 bed bungalow for sale,399995.0
9756,https://www.zoopla.co.uk//for-sale/details/53963729?search_identifier=8fbaba4bb000c1682feb6a45a150501f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=98,2 bed bungalow for sale,399995.0
7702,https://www.zoopla.co.uk//for-sale/details/54009421?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,4 bed terraced house for sale,399995.0
8860,https://www.zoopla.co.uk//for-sale/details/50830681?search_identifier=a49d84a76d51c91593b6c41cc23a59fb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=89,1 bed flat for sale,399995.0
1601,https://www.zoopla.co.uk//for-sale/details/54138436?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,3 bed terraced house for sale,399995.0
2169,https://www.zoopla.co.uk//for-sale/details/54125202?search_identifier=485f3d09a6279ecdebd5fa1f71aab668,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=22,2 bed terraced house for sale,399995.0
2402,https://www.zoopla.co.uk//for-sale/details/51667433?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,2 bed flat for sale,399995.0
4166,https://www.zoopla.co.uk//for-sale/details/54089635?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,2 bed end terrace house for sale,399995.0
1118,https://www.zoopla.co.uk//for-sale/details/54145955?search_identifier=23a43f2fe22e23116a4f7dab9e3cf741,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=12,3 bed terraced house for sale,399995.0
6798,https://www.zoopla.co.uk//for-sale/details/54029365?search_identifier=71875a417683f11ff7d7eefc45d4e42c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=68,2 bed flat for sale,399995.0
7503,https://www.zoopla.co.uk//for-sale/details/54015121?search_identifier=39aa78fa1b8597596b773a636dceb381,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=76,1 bed flat for sale,399995.0
303,https://www.zoopla.co.uk//for-sale/details/54155071?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,2 bed flat for sale,399995.0
5426,https://www.zoopla.co.uk//for-sale/details/54063974?search_identifier=2947b15dd8dbdfa4fa1d243f925218c7,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=55,3 bed bungalow for sale,399999.0
2122,https://www.zoopla.co.uk//for-sale/details/54125966?search_identifier=485f3d09a6279ecdebd5fa1f71aab668,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=22,2 bed flat for sale,399999.0
5962,https://www.zoopla.co.uk//new-homes/details/54050736?search_identifier=9c41cec468fb72b3675f3898119552c5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=60,2 bed flat for sale,399999.0
8113,https://www.zoopla.co.uk//new-homes/details/54001629?search_identifier=33b8af2a447234140f52656b515923c3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=82,2 bed flat for sale,399999.0
4085,https://www.zoopla.co.uk//for-sale/details/54090984?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,1 bed flat for sale,399999.0
