,URL,ville,code postal,adresse,prix,surface,Enchère ou vente,Etat neuf ou ancien,Nombre de chambres,Nombre de SDB,Nombre de séjour,Description,Type bien,Aide
8071,https://www.zoopla.co.uk//new-homes/details/54006411?search_identifier=132b4598d0b57ae63192f58eaf908d28, New Malden,KT3,"Flat 16 New Malden House, 1 Bladgon Road, New Malden KT3",88750.0,50,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
8063,https://www.zoopla.co.uk//new-homes/details/54006711?search_identifier=132b4598d0b57ae63192f58eaf908d28, New Malden,KT3,"Flat 26 New Malden House, 1 Bladgon Road, New Malden KT3",90000.0,50,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
8068,https://www.zoopla.co.uk//new-homes/details/54006519?search_identifier=132b4598d0b57ae63192f58eaf908d28, New Malden,KT3,"Flat 19 New Malden House, 1 Bladgon Road, New Malden KT3",90000.0,51,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
6904,https://www.zoopla.co.uk//new-homes/details/54032370?search_identifier=b4c3dbcd616bf46f8c93e6328d143367, London,W3,"Holst Road, Acton, London W3",90000.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
5481,https://www.zoopla.co.uk//new-homes/details/54067967?search_identifier=2947b15dd8dbdfa4fa1d243f925218c7, London,SE26,"Purbeck Gardens, London SE26",90000.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
1189,https://www.zoopla.co.uk//new-homes/details/54150620?search_identifier=23a43f2fe22e23116a4f7dab9e3cf741, Wembley,HA9,"55 Wembley Hill Road, Wembley HA9",91250.0,54,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
8055,https://www.zoopla.co.uk//new-homes/details/54006802?search_identifier=132b4598d0b57ae63192f58eaf908d28, New Malden,KT3,"Flat 39 New Malden House, 1 Bladgon Road, New Malden KT3",91250.0,51,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
8059,https://www.zoopla.co.uk//new-homes/details/54006723?search_identifier=132b4598d0b57ae63192f58eaf908d28, New Malden,KT3,"Flat 29 New Malden House, 1 Bladgon Road, New Malden KT3",91250.0,51,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
4939,https://www.zoopla.co.uk//new-homes/details/54077505?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0, Woolwich,SE18,"G101, Wellington Street, Woolwich SE18",92500.0,NA,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
2812,https://www.zoopla.co.uk//new-homes/details/54119161?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb, London,E14,"Aston Street, London E14",92500.0,52,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
2804,https://www.zoopla.co.uk//new-homes/details/54119438?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb, London,E14,"Aston Street, London E14",93125.0,52,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
5836,https://www.zoopla.co.uk//new-homes/details/54062144?search_identifier=ca956d7ec04f4b458c9a511e740b8e3a, London,E15,"Chobham Farm, Penny Brookes St, London E15",93750.0,49.981814,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
5835,https://www.zoopla.co.uk//new-homes/details/54062091?search_identifier=ca956d7ec04f4b458c9a511e740b8e3a, London,E15,"Penny Brookes St, London E15",93750.0,49.981814,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
4464,https://www.zoopla.co.uk//for-sale/details/54089601?search_identifier=67ba0911be9c61924e653e74da3148eb, Purley,CR8,"Watney Close, Purley CR8",94000.0,45,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
8776,https://www.zoopla.co.uk//for-sale/details/53992896?search_identifier=bc580ae5322c677e87215cf5ebf4d761, Wembley,HA9,"Empire Way, Wembley HA9",94500.0,NA,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
2881,https://www.zoopla.co.uk//new-homes/details/54117784?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb, London,SE1,"Waterloo Hotel Room - 01, London SE1",95995.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
5410,https://www.zoopla.co.uk//new-homes/details/54068807?search_identifier=2947b15dd8dbdfa4fa1d243f925218c7, Harringay,N8,"Hampden Road, Hornsey, Harringay N8",96250.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
3016,https://www.zoopla.co.uk//new-homes/details/54115006?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1, London,SE8,"Evelyn Street, London SE8",97500.0,NA,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
1347,https://www.zoopla.co.uk//for-sale/details/54148351?search_identifier=3cfe3f584c71cef3e322c075eb10e2e9, London,N17,"Academia Way, London N17",97500.0,NA,vente,A,2,1,NA,2 bed flat for sale,Appartement,NA
7964,https://www.zoopla.co.uk//for-sale/details/54009292?search_identifier=deac6f9206c15779a662370da0a54810, London,N4,"Hexton Court, 6 Brownswood Road, London N4",97500.0,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
2906,https://www.zoopla.co.uk//new-homes/details/54116791?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2, London,E15,"Stratford Hotel Room, Henniker Road, London E15",99995.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
2908,https://www.zoopla.co.uk//new-homes/details/54116779?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2, London,E15,"Stratford Hotel Room, Henniker Road, London E15",99995.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
5330,https://www.zoopla.co.uk//for-sale/details/54070712?search_identifier=c410247bdd38ccbe0830fbc10e9adda2, London,E16,"Pioneer Court, 50 Hammersley Road, London E16",100000.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
9820,https://www.zoopla.co.uk//for-sale/details/53969223?search_identifier=eb10c86a852c21db7d578db593287267, Bromley,BR1,"Andringham Lodge, 51 Palace Grove, Bromley BR1",100000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
4433,https://www.zoopla.co.uk//for-sale/details/54090225?search_identifier=67ba0911be9c61924e653e74da3148eb, Kent,DA1,"Manor Road, Dartford, Kent DA1",100000.0,NA,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
8002,https://www.zoopla.co.uk//for-sale/details/54008781?search_identifier=132b4598d0b57ae63192f58eaf908d28, London,SE6,"Building 1, Flats A & B, The Old Stables, Braidwood Road, Lewisham, London SE6",100000.0,NA,Enchères,A,2,NA,NA,2 bed end terrace house for sale,Maison,NA
6161,https://www.zoopla.co.uk//for-sale/details/54051061?search_identifier=a291fdb6dcd788297aed12d267d98e11, London,E11,"1, Essex Mansions Essex Road South, Leytonstone, London E11",100000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
5024,https://www.zoopla.co.uk//for-sale/details/54076507?search_identifier=8d486b349d09e5cfcca8acc0f690c3c0, South Croydon,CR2,"Selsdon Road, South Croydon CR2",100000.0,NA,vente,A,NA,NA,NA,Land for sale,Terrain,NA
9409,https://www.zoopla.co.uk//for-sale/details/53977570?search_identifier=1a3942ffe12dfa0a8f1ae730191f6c97, Surrey,KT17,"Young Farmers Club Hut, Reigate Road, Epsom, Surrey KT17",100000.0,NA,Enchères,A,NA,NA,NA,Land for sale,Terrain,NA
6171,https://www.zoopla.co.uk//for-sale/details/54051067?search_identifier=a291fdb6dcd788297aed12d267d98e11, London,SE18,"19A Kashgar Road, Plumstead, London SE18",100000.0,NA,vente,A,3,1,1,3 bed flat for sale,Appartement,NA
5101,https://www.zoopla.co.uk//for-sale/details/54075533?search_identifier=8b456d5c332277964b4aeb5cfbc6d9ed, London,SW3,"Britten House, Chelsea, London SW3",100000.0,NA,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
4823,https://www.zoopla.co.uk//for-sale/details/54079346?search_identifier=6e021a797919b125b060dfed191d21b4, London,E15,"38 Carnavon Road, Stratford, London E15",100000.0,NA,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
1032,https://www.zoopla.co.uk//for-sale/details/54153742?search_identifier=fe807ecfbac015f02352bddcb4d44f93, Feltham,TW14,"Oak Way, Feltham TW14",100000.0,NA,vente,A,2,NA,NA,2 bed maisonette for sale,Maisonette,NA
8801,https://www.zoopla.co.uk//for-sale/details/53992627?search_identifier=a49d84a76d51c91593b6c41cc23a59fb, London,SE28,"Merbury Close, London SE28",100000.0,NA,vente,A,2,1,NA,2 bed flat for sale,Appartement,NA
4337,https://www.zoopla.co.uk//new-homes/details/54091373?search_identifier=c896488009676d2754e19f5d80e08912, West Drayton,UB8,"Plot 131, Grand Union Canal, West Drayton UB8",100625.0,NA,vente,N,2,2,NA,2 bed flat for sale,Appartement,NA
3782,https://www.zoopla.co.uk//new-homes/details/54101543?search_identifier=126ebb161c184d66f0c85a917d8aca4b, Surrey,CR4,"Montbretia House, Mill Green Road, Mitcham, Surrey CR4",101000.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
8678,https://www.zoopla.co.uk//for-sale/details/53994020?search_identifier=ae4027b310421f37f8f05a5c6443bc54, Edgware,HA8,"Brannigan Way, Edgware HA8",102000.0,NA,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
8774,https://www.zoopla.co.uk//for-sale/details/53992902?search_identifier=bc580ae5322c677e87215cf5ebf4d761, Edgware,HA8,"Edgware Court, Edgware HA8",102500.0,NA,vente,A,2,1,NA,2 bed flat for sale,Appartement,NA
9635,https://www.zoopla.co.uk//for-sale/details/53972718?search_identifier=caef4a319a7642559fc5e78f9d4c4e3f, London,E14,"Millharbour, London E14",102500.0,54,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
8790,https://www.zoopla.co.uk//for-sale/details/53992727?search_identifier=bc580ae5322c677e87215cf5ebf4d761, London,SE13,"Oakwood Close, London SE13",104000.0,NA,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
5216,https://www.zoopla.co.uk//for-sale/details/54071266?search_identifier=0f8d38b7510155545dba4f8a3ff32365, Kent,BR1,"Willow Tree Walk, Bromley, Kent BR1",105000.0,NA,vente,A,1,NA,NA,1 bed property for sale,Maison avec jardin,NA
8802,https://www.zoopla.co.uk//for-sale/details/53992626?search_identifier=a49d84a76d51c91593b6c41cc23a59fb, London,SE28,"Merbury Close, London SE28",105000.0,NA,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
1573,https://www.zoopla.co.uk//for-sale/details/54144010?search_identifier=741597e526e0bc932b16b74bb1c9f5e5, London,SW2,"Morrish Road, London SW2",105000.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
1693,https://www.zoopla.co.uk//new-homes/details/54141422?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc, London,NW9,"Holborough House, 32 Lismore Boulevard, Barnet, London NW9",105450.0,NA,vente,N,1,NA,NA,1 bed flat for sale,Appartement,NA
9041,https://www.zoopla.co.uk//new-homes/details/53987430?search_identifier=89032ca41787a980b71dc0421fe84f6e, London,SE20,"Lambourne House, Apple Yard, London SE20",105750.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
5367,https://www.zoopla.co.uk//new-homes/details/54039745?search_identifier=c410247bdd38ccbe0830fbc10e9adda2, London,W3,"Western Avenue, London W3",106250.0,75.994654,vente,N,2,2,NA,2 bed flat for sale,Appartement,NA
6956,https://www.zoopla.co.uk//new-homes/details/54030959?search_identifier=b4c3dbcd616bf46f8c93e6328d143367, London,W3,"Cezanne Road, Acton, London W3",106250.0,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,Help to buy
2826,https://www.zoopla.co.uk//new-homes/details/54118934?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb, Kenley,CR8,"Old Barn Lane, Kenley CR8",106500.0,70,vente,N,2,1,NA,2 bed flat for sale,Appartement,NA
4802,https://www.zoopla.co.uk//for-sale/details/54079653?search_identifier=6e021a797919b125b060dfed191d21b4, Ealing,UB1,"Plot 211, Southall High Street, Ealing UB1",106875.0,NA,vente,A,2,1,NA,2 bed flat for sale,Appartement,NA
3403,https://www.zoopla.co.uk//for-sale/details/54106889?search_identifier=9dc7c865aa4092bf72c6a483b1191463, Enfield,EN1,"Main Avenue, Enfield EN1",108000.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
6859,https://www.zoopla.co.uk//for-sale/details/54034161?search_identifier=1abf4aab03a50d661349b059887038a8, London,N7,"Hillmarton Road, Islington, London N7",108000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
4447,https://www.zoopla.co.uk//for-sale/details/54089726?search_identifier=67ba0911be9c61924e653e74da3148eb, London,SW16,"Leigham Court Road, London SW16",108500.0,NA,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
5601,https://www.zoopla.co.uk//new-homes/details/54066207?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd, London,E3,"Wyke Road, London E3",108750.0,NA,vente,N,1,NA,NA,1 bed flat for sale,Appartement,NA
6685,https://www.zoopla.co.uk//new-homes/details/54039921?search_identifier=5f379b47885253facf691c9da832d0ff, London,W3,"Cezanne Road, Acton, London W3",109375.0,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,Help to buy
4070,https://www.zoopla.co.uk//for-sale/details/54095261?search_identifier=7a8541b13a993b61d4666d1416e42352, Bromley,BR1,"Widmore Road, Bromley BR1",109995.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
7066,https://www.zoopla.co.uk//for-sale/details/54029132?search_identifier=e9b573906f5159600ce7762f3637082a, Purley,CR8,"Dale Road, Purley CR8",110000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
5022,https://www.zoopla.co.uk//for-sale/details/54076526?search_identifier=8d486b349d09e5cfcca8acc0f690c3c0, London,E13,"Chadwin Road, Plaistow, London E13",110000.0,NA,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
3718,https://www.zoopla.co.uk//new-homes/details/54102318?search_identifier=126ebb161c184d66f0c85a917d8aca4b, Peckham,SE15,"77-79 Queen's Road, Peckham SE15",110000.0,50.632135,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
4592,https://www.zoopla.co.uk//for-sale/details/54085708?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a, London,W14,"Oakwood Court, London W14",110000.0,NA,vente,A,NA,NA,NA,Property for sale,Maison avec jardin,NA
3717,https://www.zoopla.co.uk//new-homes/details/54121460?search_identifier=126ebb161c184d66f0c85a917d8aca4b,,"Peckham,","77-79 Queen's Road, Peckham SE15, Peckham,",110000.0,50.632135,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
5163,https://www.zoopla.co.uk//for-sale/details/54074615?search_identifier=8b456d5c332277964b4aeb5cfbc6d9ed, Beckenham,BR3,"Montague Lodge, 95 Rectory Road, Beckenham BR3",110000.0,NA,vente,A,NA,1,NA,Studio for sale,Studio,NA
2801,https://www.zoopla.co.uk//new-homes/details/54119470?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb, London,E14,"Liberty At Crossharbour, 7 Limeharbour, London E14",110625.0,52,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
845,https://www.zoopla.co.uk//new-homes/details/54157489?search_identifier=53e48c5723f36dcf12d90e69a71ff408, Hounslow,TW3,"Ironmonger Court, 714-748 London Road, Hounslow TW3",112000.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
8046,https://www.zoopla.co.uk//new-homes/details/54006815?search_identifier=132b4598d0b57ae63192f58eaf908d28, New Malden,KT3,"Flat 1 New Malden House, 1 Bladgon Road, New Malden KT3",112500.0,71,vente,N,2,1,NA,2 bed flat for sale,Appartement,NA
8042,https://www.zoopla.co.uk//new-homes/details/54006948?search_identifier=132b4598d0b57ae63192f58eaf908d28, New Malden,KT3,"Flat 5 New Malden House, 1 Bladgon Road, New Malden KT3",112500.0,70,vente,N,2,1,NA,2 bed flat for sale,Appartement,NA
9072,https://www.zoopla.co.uk//new-homes/details/53985836?search_identifier=89032ca41787a980b71dc0421fe84f6e, London,SE3,"102 Perkins House London, London SE3",112500.0,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
9071,https://www.zoopla.co.uk//new-homes/details/53985837?search_identifier=89032ca41787a980b71dc0421fe84f6e, London,SE3,"Flat 302 Noble House, 48 Ottley Drive, London SE3",113750.0,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
9029,https://www.zoopla.co.uk//new-homes/details/53987644?search_identifier=89032ca41787a980b71dc0421fe84f6e, London,SE3,"Kidbrooke Village, Perkins House, 36 Tudway Road, London SE3",113750.0,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
8756,https://www.zoopla.co.uk//for-sale/details/53993105?search_identifier=bc580ae5322c677e87215cf5ebf4d761, Middlesex,EN3,"Holmleigh Court, Glyn Road, Enfield, Middlesex EN3",115000.0,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
8757,https://www.zoopla.co.uk//for-sale/details/53993106?search_identifier=bc580ae5322c677e87215cf5ebf4d761, Middlesex,EN3,"Holmleigh Court, Glyn Road, Enfield, Middlesex EN3",115000.0,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
4344,https://www.zoopla.co.uk//for-sale/details/54091347?search_identifier=c896488009676d2754e19f5d80e08912, London,N17,"38 Willoughby Lane, Tottenham, London N17",115000.0,NA,vente,A,NA,1,NA,Studio for sale,Studio,NA
6231,https://www.zoopla.co.uk//for-sale/details/54050650?search_identifier=3a76a2eb752c667ddea6c669b3a4288b, Greater London,TW3,"Topaz Apartments, High Street, Hounslow, Greater London TW3",117000.0,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
8797,https://www.zoopla.co.uk//for-sale/details/53992661?search_identifier=bc580ae5322c677e87215cf5ebf4d761, Edgware,HA8,"Lacey Drive, Edgware HA8",118500.0,NA,vente,A,2,2,NA,2 bed flat for sale,Appartement,NA
2904,https://www.zoopla.co.uk//new-homes/details/54116793?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2, London,EC3M,"London Hotel Room, Rood Lane, London EC3M",119995.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
3022,https://www.zoopla.co.uk//new-homes/details/54114847?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1, London,EC3M,"London Hotel Room, Rood Lane, London EC3M",119995.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
3034,https://www.zoopla.co.uk//new-homes/details/54114667?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1, London,EC3M,"London Hotel Room, Rood Lane, London EC3M",119995.0,NA,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
4815,https://www.zoopla.co.uk//for-sale/details/54079495?search_identifier=6e021a797919b125b060dfed191d21b4, London,E7,"Shrewsbury Road, Forest Gate, London E7",120000.0,NA,vente,A,2,1,NA,2 bed flat for sale,Appartement,NA
8387,https://www.zoopla.co.uk//for-sale/details/48719235?search_identifier=e25c9b19ff1e3e21c7a147c4ac5a3d89, Bromley,BR1,"151 Widmore Road, Bromley BR1",120000.0,NA,vente,A,1,1,1,1 bed property for sale,Maison avec jardin,NA
6167,https://www.zoopla.co.uk//for-sale/details/54051068?search_identifier=a291fdb6dcd788297aed12d267d98e11, Kent,DA14,"4 Upper Ruxley Cottages, Maidstone Road, Sidcup, Kent DA14",120000.0,NA,vente,A,3,1,1,3 bed property for sale,Maison avec jardin,NA
8689,https://www.zoopla.co.uk//for-sale/details/53993916?search_identifier=ae4027b310421f37f8f05a5c6443bc54, London,E16,"Bramwell Way, London E16",120000.0,NA,vente,A,2,1,NA,2 bed flat for sale,Appartement,NA
601,https://www.zoopla.co.uk//for-sale/details/54162146?search_identifier=7628ff5369be1389d7c928a9eb4c75d1, Wembley,HA9,"Matthews Close, Wembley HA9",120000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
4856,https://www.zoopla.co.uk//for-sale/details/54078650?search_identifier=6e021a797919b125b060dfed191d21b4, Wembley,HA9,"Third Avenue, Wembley HA9",120000.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
1831,https://www.zoopla.co.uk//for-sale/details/51183815?search_identifier=92c224e336c3061160fdc18c13247ef4, South Croydon,CR2,"Brighton Road, South Croydon CR2",120000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
9042,https://www.zoopla.co.uk//new-homes/details/52854646?search_identifier=89032ca41787a980b71dc0421fe84f6e, London,N19,"Belmont Apartments, Trays Hill Close, London N19",121250.0,NA,vente,N,1,NA,NA,1 bed flat for sale,Appartement,NA
4345,https://www.zoopla.co.uk//new-homes/details/54091339?search_identifier=c896488009676d2754e19f5d80e08912, West Drayton,UB8,"Plot 113, Grand Union Canal, West Drayton UB8",121250.0,NA,vente,N,3,2,NA,3 bed flat for sale,Appartement,NA
1376,https://www.zoopla.co.uk//new-homes/details/54147905?search_identifier=3cfe3f584c71cef3e322c075eb10e2e9, West Drayton,UB8,"Plot 123, Grand Union Canal, West Drayton UB8",121250.0,NA,vente,N,3,2,NA,3 bed flat for sale,Appartement,NA
4355,https://www.zoopla.co.uk//new-homes/details/54091261?search_identifier=c896488009676d2754e19f5d80e08912, West Drayton,UB8,"Plot 133, Grand Union Canal, West Drayton UB8",121875.0,NA,vente,N,3,2,NA,3 bed flat for sale,Appartement,NA
5805,https://www.zoopla.co.uk//new-homes/details/54062675?search_identifier=ca956d7ec04f4b458c9a511e740b8e3a, London,E15,"Chobham Farm, Penny Brookes St, London E15",123750.0,73.950788,vente,N,2,2,NA,2 bed flat for sale,Appartement,NA
2563,https://www.zoopla.co.uk//for-sale/details/54124191?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6, Greater London,UB7,"Union Wharf, Bentinck Road, Yiewsley, West Drayton, Greater London UB7",124000.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
4813,https://www.zoopla.co.uk//for-sale/details/54079499?search_identifier=6e021a797919b125b060dfed191d21b4, Ealing,UB1,"Plot 303, Southall High Street, Ealing UB1",124375.0,NA,vente,A,3,1,NA,3 bed flat for sale,Appartement,NA
1694,https://www.zoopla.co.uk//new-homes/details/54141423?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc, London,NW9,"Holborough House, 32 Lismore Boulevard, Barnet, London NW9",124500.0,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
7858,https://www.zoopla.co.uk//for-sale/details/54010851?search_identifier=b2cba6063ea22c7a60103115a1c89a1e, Surrey,SM5,"Kelvin, Camden Road, Carshalton, Surrey SM5",125000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
233,https://www.zoopla.co.uk//for-sale/details/54167929?search_identifier=4f4aae62b53cd91ca1efde5d676306f8, Harrow,HA3,"Weald Lane, Harrow Weald, Harrow HA3",125000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
3772,https://www.zoopla.co.uk//for-sale/details/54101650?search_identifier=126ebb161c184d66f0c85a917d8aca4b, London,E14,"Dominion Walk, London E14",125000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
6154,https://www.zoopla.co.uk//for-sale/details/54051096?search_identifier=a291fdb6dcd788297aed12d267d98e11, London,SE19,"Lowtem, Queen Mary Road, West Norwood, London SE19",125000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
4839,https://www.zoopla.co.uk//for-sale/details/54078840?search_identifier=6e021a797919b125b060dfed191d21b4, London,E14,"Burgess Street, Poplar, London E14",125000.0,NA,vente,A,NA,1,NA,Studio for sale,Studio,NA
9223,https://www.zoopla.co.uk//for-sale/details/53980419?search_identifier=44f691af584fc0a76e5ac29f3de0057f, Ilford,IG1,"Golding Court, Ilford IG1",125000.0,NA,vente,A,2,NA,NA,2 bed property for sale,Maison avec jardin,NA
9660,https://www.zoopla.co.uk//for-sale/details/53971896?search_identifier=caef4a319a7642559fc5e78f9d4c4e3f, Woodbourne Avenue,SW16,"St Giles House, Woodbourne Avenue SW16",125000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
6174,https://www.zoopla.co.uk//for-sale/details/54051045?search_identifier=a291fdb6dcd788297aed12d267d98e11, London,E4,"194D Winchester Road, Highams Park, London E4",125000.0,NA,vente,A,NA,1,1,Studio for sale,Studio,NA
5599,https://www.zoopla.co.uk//new-homes/details/54066208?search_identifier=0f534732f0d135b685a7958232c25b5b, London,E3,"Wyke Road, London E3",125000.0,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
4908,https://www.zoopla.co.uk//for-sale/details/54077903?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0, London,E14,"Tasker House, Poplar, London E14",125000.0,NA,vente,A,NA,1,NA,Studio for sale,Studio,NA
5015,https://www.zoopla.co.uk//for-sale/details/54076654?search_identifier=8d486b349d09e5cfcca8acc0f690c3c0, London,E14,"Chilcot Close, Poplar, London E14",125000.0,NA,vente,A,NA,1,NA,Studio for sale,Studio,NA
8702,https://www.zoopla.co.uk//for-sale/details/53993785?search_identifier=bc580ae5322c677e87215cf5ebf4d761, London,SE28,"Merbury Close, London SE28",126000.0,0.092903,vente,A,2,2,NA,2 bed flat for sale,Appartement,NA
8773,https://www.zoopla.co.uk//for-sale/details/53992904?search_identifier=bc580ae5322c677e87215cf5ebf4d761, London,SW9,"Major Close, London SW9",126000.0,NA,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
3783,https://www.zoopla.co.uk//new-homes/details/54101545?search_identifier=126ebb161c184d66f0c85a917d8aca4b, Surrey,CR4,"Montbretia House, Mill Green Road, Mitcham, Surrey CR4",126250.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
6293,https://www.zoopla.co.uk//new-homes/details/54048318?search_identifier=3a76a2eb752c667ddea6c669b3a4288b, Hornsey,N8,"Matcham Court, Miles Road, Hornsey N8",127500.0,NA,vente,N,2,1,1,2 bed flat for sale,Appartement,NA
7555,https://www.zoopla.co.uk//for-sale/details/54018556?search_identifier=39aa78fa1b8597596b773a636dceb381, Southall,UB1,"Frensham Close, Southall UB1",127500.0,52,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
8117,https://www.zoopla.co.uk//for-sale/details/54005624?search_identifier=33b8af2a447234140f52656b515923c3, Colindale,NW9,"Aviation Drive, Colindale NW9",127500.0,80,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
8795,https://www.zoopla.co.uk//for-sale/details/53992668?search_identifier=bc580ae5322c677e87215cf5ebf4d761, Edgware,HA8,"Lacey Drive, Edgware HA8",128000.0,NA,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
8020,https://www.zoopla.co.uk//for-sale/details/54007386?search_identifier=132b4598d0b57ae63192f58eaf908d28, Epsom,KT17,"Prospect Place, Epsom KT17",129500.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
3879,https://www.zoopla.co.uk//for-sale/details/54098922?search_identifier=821909f7980636a44357a204c6cd4dde, Greater London.,NW8,"Belgrave Gardens, London, Greater London. NW8",129950.0,NA,vente,A,NA,NA,NA,Parking/garage for sale,Garage/parking,NA
9395,https://www.zoopla.co.uk//for-sale/details/53977952?search_identifier=1bb59fc96937d864f69d649102f72433, Colindale,NW9,"Bree Court, Capitol Way, Colindale NW9",130000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
1029,https://www.zoopla.co.uk//for-sale/details/54153762?search_identifier=fe807ecfbac015f02352bddcb4d44f93, Willesden,NW10,"High Road, Willesden NW10",130000.0,NA,vente,A,NA,NA,NA,Property for sale,Maison avec jardin,NA
